2050, 1660
2025, 1616
2025, 1566
2025, 1516
2025, 1466
2025, 1416
1981, 1391
1931, 1391
1881, 1391
1831, 1391
1781, 1391
1731, 1391
1681, 1391
1631, 1391
1581, 1391
1531, 1391
1506, 1347
1481, 1303
1481, 1253
1481, 1203
1481, 1153
1481, 1103
1481, 1053
1481, 1003
1481, 953
1481, 903
1481, 853
1481, 803
1437, 778
1387, 778
1337, 778
1287, 778
1237, 778
1187, 778
1137, 778
1087, 778
1062, 734
1037, 690
1037, 640
